inchi	smiles
InChI=1S/C9H12/c1-8-4-3-6-7(5-8)9(6,8)2/h3-4,6-7H,5H2,1-2H3	CC12C3CC1(C)C=CC23
InChI=1S/C7H10N2/c1-6-3-5-7(6,2)9(5)4-8-6/h4-5H,3H2,1-2H3	CC12C3CC1(C)N=CN23
InChI=1S/C8H10O/c1-7-5-2-3-8(7,9)4-6(5)7/h2-3,5-6,9H,4H2,1H3	CC12C3CC1(O)C=CC23
InChI=1S/C8H10O/c1-7-4-3-5-6(9-7)8(5,7)2/h3-6H,1-2H3	CC12C3OC1(C)C=CC23
InChI=1S/C8H10O/c1-7-3-2-5-6(4-7)8(5,7)9/h2-3,5-6,9H,4H2,1H3	CC12CC3C(C=C1)C23O
InChI=1S/C7H9NO/c1-6-3-2-4-5(8-6)7(4,6)9/h2-5,8-9H,1H3	CC12NC3C(C=C1)C23O
InChI=1S/C7H8O2/c1-6-3-2-4-5(9-6)7(4,6)8/h2-5,8H,1H3	CC12OC3C(C=C1)C23O
InChI=1S/C7H8O2/c8-6-2-1-4-5(3-6)7(4,6)9/h1-2,4-5,8-9H,3H2	OC12C3CC1(O)C=CC23
InChI=1S/C9H14/c1-8-4-3-6-7(5-8)9(6,8)2/h6-7H,3-5H2,1-2H3	CC12C3CC1(C)CCC23
InChI=1S/C8H13N/c1-7-3-4-9-6(5-7)8(7,9)2/h6H,3-5H2,1-2H3	CC12C3CC1(C)CCN23
InChI=1S/C8H12O/c1-7-3-5-6(9-4-7)8(5,7)2/h5-6H,3-4H2,1-2H3	CC12C3CC1(C)COC23
InChI=1S/C8H12O/c1-7-3-5-6(4-9-7)8(5,7)2/h5-6H,3-4H2,1-2H3	CC12C3CC1(C)OCC23
InChI=1S/C8H12O/c1-7-5-2-3-8(7,9)4-6(5)7/h5-6,9H,2-4H2,1H3	CC12C3CC1(O)CCC23
InChI=1S/C7H11NO/c1-6-5-4-7(6,9)2-3-8(5)6/h5,9H,2-4H2,1H3	CC12C3CC1(O)CCN23
InChI=1S/C7H10O2/c1-6-4-2-7(6,8)3-9-5(4)6/h4-5,8H,2-3H2,1H3	CC12C3CC1(O)COC23
InChI=1S/C8H13N/c1-7-4-3-6-8(7,2)9(6)5-7/h6H,3-5H2,1-2H3	CC12C3CCC1(C)CN23
InChI=1S/C8H12O/c1-7-4-3-5-6(9-7)8(5,7)2/h5-6H,3-4H2,1-2H3	CC12C3CCC1(C)OC23
InChI=1S/C7H11NO/c1-6-5-2-3-7(6,9)4-8(5)6/h5,9H,2-4H2,1H3	CC12C3CCC1(O)CN23
InChI=1S/C7H11NO/c1-6-4-8-5(3-9-6)7(6,8)2/h5H,3-4H2,1-2H3	CC12C3COC1(C)CN23
InChI=1S/C7H10O2/c1-6-3-8-4-5(9-6)7(4,6)2/h4-5H,3H2,1-2H3	CC12C3OC1(C)COC23
InChI=1S/C8H12O/c1-7-3-2-5-6(4-7)8(5,7)9/h5-6,9H,2-4H2,1H3	CC12CC3C(CC1)C23O
InChI=1S/C7H10O2/c1-6-2-4-5(3-9-6)7(4,6)8/h4-5,8H,2-3H2,1H3	CC12CC3C(CO1)C23O
InChI=1S/C7H10O2/c1-6-2-4-5(9-3-6)7(4,6)8/h4-5,8H,2-3H2,1H3	CC12CC3C(OC1)C23O
InChI=1S/C7H10O2/c1-6-3-2-4-5(9-6)7(4,6)8/h4-5,8H,2-3H2,1H3	CC12CCC3C(O1)C23O
InChI=1S/C6H9NO2/c1-5-2-9-4-3(7-5)6(4,5)8/h3-4,7-8H,2H2,1H3	CC12COC3C(N1)C23O
InChI=1S/C6H8O3/c1-5-2-8-3-4(9-5)6(3,5)7/h3-4,7H,2H2,1H3	CC12COC3C(O1)C23O
InChI=1S/C7H10O2/c8-6-2-1-4-5(3-6)7(4,6)9/h4-5,8-9H,1-3H2	OC12C3CC1(O)CCC23
InChI=1S/C6H8O3/c7-5-1-3-4(9-2-5)6(3,5)8/h3-4,7-8H,1-2H2	OC12C3CC1(O)COC23
InChI=1S/C8H10O/c1-7-5-2-8(7,3-5)4-6(7)9/h5H,2-4H2,1H3	CC12C3CC1(C3)CC2=O
InChI=1S/C7H9NO/c1-6-4-2-7(6,3-4)8-5(6)9/h4H,2-3H2,1H3,(H,8,9)	CC12C3CC1(C3)NC2=O
InChI=1S/C7H9NO/c1-6-4-2-7(6,3-4)9-5(6)8/h4,8H,2-3H2,1H3	CC12C3CC1(C3)OC2=N
InChI=1S/C7H8O2/c1-6-4-2-7(6,3-4)9-5(6)8/h4H,2-3H2,1H3	CC12C3CC1(C3)OC2=O
InChI=1S/C7H9NO/c1-6-5(9)2-7(6)3-8(6)4-7/h2-4H2,1H3	CC12N3CC1(C3)CC2=O
InChI=1S/C6H8N2O/c1-5-4(9)7-6(5)2-8(5)3-6/h2-3H2,1H3,(H,7,9)	CC12N3CC1(C3)NC2=O
InChI=1S/C6H8N2O/c1-5-4(7)9-6(5)2-8(5)3-6/h7H,2-3H2,1H3	CC12N3CC1(C3)OC2=N
InChI=1S/C6H7NO2/c1-5-4(8)9-6(5)2-7(5)3-6/h2-3H2,1H3	CC12N3CC1(C3)OC2=O
InChI=1S/C7H8O2/c8-5-3-6-1-4(2-6)7(5,6)9/h4,9H,1-3H2	OC12C3CC1(C3)CC2=O
InChI=1S/C6H8N2O/c7-4-6(9)3-1-5(6,2-3)8-4/h3,9H,1-2H2,(H2,7,8)	OC12C3CC1(C3)NC2=N
InChI=1S/C6H7NO2/c8-4-6(9)3-1-5(6,2-3)7-4/h3,9H,1-2H2,(H,7,8)	OC12C3CC1(C3)NC2=O
InChI=1S/C6H7NO2/c7-4-6(8)3-1-5(6,2-3)9-4/h3,7-8H,1-2H2	OC12C3CC1(C3)OC2=N
InChI=1S/C6H6O3/c7-4-6(8)3-1-5(6,2-3)9-4/h3,8H,1-2H2	OC12C3CC1(C3)OC2=O
InChI=1S/C6H7NO2/c8-4-2-5-1-3(7-5)6(4,5)9/h3,7,9H,1-2H2	OC12C3CC1(CC2=O)N3
InChI=1S/C6H6O3/c7-3-1-5-2-4(9-5)6(3,5)8/h4,8H,1-2H2	OC12C3CC1(CC2=O)O3
InChI=1S/C9H10/c1-3-9-4-6-7(5-9)8(6,9)2/h1,6-7H,4-5H2,2H3	CC12C3CC1(CC23)C#C
InChI=1S/C8H9N/c1-7-5-2-8(7,4-9)3-6(5)7/h5-6H,2-3H2,1H3	CC12C3CC1(CC23)C#N
InChI=1S/C8H9N/c1-3-8-4-6-7(8,2)9(6)5-8/h1,6H,4-5H2,2H3	CC12C3CC1(CN23)C#C
InChI=1S/C7H8N2/c1-6-5-2-7(6,3-8)4-9(5)6/h5H,2,4H2,1H3	CC12C3CC1(CN23)C#N
InChI=1S/C7H8N2/c1-6-4-2-7(6,3-8)9-5(4)6/h4-5,9H,2H2,1H3	CC12C3CC1(NC23)C#N
InChI=1S/C8H8O/c1-3-8-4-5-6(9-8)7(5,8)2/h1,5-6H,4H2,2H3	CC12C3CC1(OC23)C#C
InChI=1S/C7H7NO/c1-6-4-2-7(6,3-8)9-5(4)6/h4-5H,2H2,1H3	CC12C3CC1(OC23)C#N
InChI=1S/C6H7N3/c7-2-5-1-3-4(9-5)6(3,5)8/h3-4,9H,1,8H2	NC12C3CC1(NC23)C#N
InChI=1S/C6H6N2O/c7-2-5-1-3-4(9-5)6(3,5)8/h3-4H,1,8H2	NC12C3CC1(OC23)C#N
InChI=1S/C8H8O/c1-2-7-3-5-6(4-7)8(5,7)9/h1,5-6,9H,3-4H2	OC12C3CC1(CC23)C#C
InChI=1S/C7H7NO/c8-3-6-1-4-5(2-6)7(4,6)9/h4-5,9H,1-2H2	OC12C3CC1(CC23)C#N
InChI=1S/C7H7NO/c1-2-6-3-4-5(8-6)7(4,6)9/h1,4-5,8-9H,3H2	OC12C3CC1(NC23)C#C
InChI=1S/C6H6N2O/c7-2-5-1-3-4(8-5)6(3,5)9/h3-4,8-9H,1H2	OC12C3CC1(NC23)C#N
InChI=1S/C7H6O2/c1-2-6-3-4-5(9-6)7(4,6)8/h1,4-5,8H,3H2	OC12C3CC1(OC23)C#C
InChI=1S/C6H5NO2/c7-2-5-1-3-4(9-5)6(3,5)8/h3-4,8H,1H2	OC12C3CC1(OC23)C#N
InChI=1S/C8H10O/c1-7-5-2-8(7,4-9)3-6(5)7/h4-6H,2-3H2,1H3	CC12C3CC1(CC23)C=O
InChI=1S/C7H9NO/c1-6-5-2-7(6,4-9)3-8(5)6/h4-5H,2-3H2,1H3	CC12C3CC1(CN23)C=O
InChI=1S/C7H8O2/c1-6-4-2-7(6,3-8)9-5(4)6/h3-5H,2H2,1H3	CC12C3CC1(OC23)C=O
InChI=1S/C7H8O2/c8-3-6-1-4-5(2-6)7(4,6)9/h3-5,9H,1-2H2	OC12C3CC1(CC23)C=O
InChI=1S/C6H7NO2/c8-2-5-1-3-4(7-5)6(3,5)9/h2-4,7,9H,1H2	OC12C3CC1(NC23)C=O
InChI=1S/C6H6O3/c7-2-5-1-3-4(9-5)6(3,5)8/h2-4,8H,1H2	OC12C3CC1(OC23)C=O
InChI=1S/C8H9N/c1-7-5-2-3-8(7)4-9(7)6(5)8/h2-3,5-6H,4H2,1H3	CC12C3C=CC11CN2C31
InChI=1S/C9H10/c1-8-5-2-3-9(8)4-6(8)7(5)9/h2-3,5-7H,4H2,1H3	CC12C3CC11C=CC2C31
InChI=1S/C8H9N/c1-7-5-2-3-8(7)4-6(7)9(5)8/h2-3,5-6H,4H2,1H3	CC12C3CC11C=CC2N31
InChI=1S/C8H8O/c1-7-4-2-3-8(7)5(4)6(7)9-8/h2-6H,1H3	CC12C3OC11C=CC2C31
InChI=1S/C8H8O/c9-8-4-1-2-7(8)3-5(8)6(4)7/h1-2,4-6,9H,3H2	OC12C3CC11C=CC2C31
InChI=1S/C7H7NO/c9-7-4-1-2-6(7)3-5(7)8(4)6/h1-2,4-5,9H,3H2	OC12C3CC11C=CC2N31
InChI=1S/C7H7NO/c9-7-3-1-2-6(7)4(3)5(7)8-6/h1-5,8-9H	OC12C3NC11C=CC2C31
InChI=1S/C7H6O2/c8-7-3-1-2-6(7)4(3)5(7)9-6/h1-5,8H	OC12C3OC11C=CC2C31
InChI=1S/C9H12/c1-8-5-2-3-9(8)4-6(8)7(5)9/h5-7H,2-4H2,1H3	CC12C3CC11CCC2C31
InChI=1S/C8H11N/c1-7-5-2-3-8(7)4-6(7)9(5)8/h5-6H,2-4H2,1H3	CC12C3CC11CCC2N31
InChI=1S/C8H11N/c1-7-5-4-8(7)2-3-9(7)6(5)8/h5-6H,2-4H2,1H3	CC12C3CC11CCN2C31
InChI=1S/C8H10O/c1-7-4-2-8(7)3-9-6(7)5(4)8/h4-6H,2-3H2,1H3	CC12C3CC11COC2C31
InChI=1S/C8H10O/c1-7-4-2-8(7)6(4)5(7)3-9-8/h4-6H,2-3H2,1H3	CC12C3CC11OCC2C31
InChI=1S/C8H11N/c1-7-5-2-3-8(7)4-9(7)6(5)8/h5-6H,2-4H2,1H3	CC12C3CCC11CN2C31
InChI=1S/C8H10O/c1-7-4-2-3-8(7)5(4)6(7)9-8/h4-6H,2-3H2,1H3	CC12C3CCC11OC2C31
InChI=1S/C7H9NO/c1-6-4-2-9-7(6)3-8(6)5(4)7/h4-5H,2-3H2,1H3	CC12C3COC11CN2C31
InChI=1S/C7H10N2/c1-6-4-5-7(6,8-4)2-3-9(5)6/h4-5,8H,2-3H2,1H3	CC12C3NC11CCN2C31
InChI=1S/C7H9NO/c1-6-5-4-7(6,9-5)2-3-8(4)6/h4-5H,2-3H2,1H3	CC12C3OC11CCN2C31
InChI=1S/C7H8O2/c1-6-4-3-5(6)9-7(3,6)2-8-4/h3-5H,2H2,1H3	CC12C3OC11COC2C31
InChI=1S/C7H9NO/c1-6-5-4-7(6,3-9-5)2-8(4)6/h4-5H,2-3H2,1H3	CC12C3OCC11CN2C31
InChI=1S/C8H10O/c9-8-4-1-2-7(8)3-5(8)6(4)7/h4-6,9H,1-3H2	OC12C3CC11CCC2C31
InChI=1S/C7H9NO/c9-7-4-1-2-6(7)3-5(7)8(4)6/h4-5,9H,1-3H2	OC12C3CC11CCC2N31
InChI=1S/C7H8O2/c8-7-3-1-6(7)2-9-5(7)4(3)6/h3-5,8H,1-2H2	OC12C3CC11COC2C31
InChI=1S/C7H8O2/c8-7-3-1-6(7)5(3)4(7)2-9-6/h3-5,8H,1-2H2	OC12C3CC11OCC2C31
InChI=1S/C7H8O2/c8-7-3-1-2-6(7)4(3)5(7)9-6/h3-5,8H,1-2H2	OC12C3CCC11OC2C31
InChI=1S/C6H7NO2/c8-6-3-2-4(6)9-1-5(2,6)7-3/h2-4,7-8H,1H2	OC12C3NC11COC2C31
InChI=1S/C6H6O3/c7-6-3-2-4(6)9-5(2,6)1-8-3/h2-4,7H,1H2	OC12C3OC11COC2C31
InChI=1S/C8H8O/c1-8-4-2-5(8)7(8)6(9)3-4/h3,5,7H,2H2,1H3	CC12C3CC1=CC(=O)C23
InChI=1S/C7H7NO/c1-7-4-2-5(7)8(7)6(9)3-4/h3,5H,2H2,1H3	CC12C3CC1=CC(=O)N23
InChI=1S/C7H7NO/c1-7-4-2-5(9)6(7)8(7)3-4/h2,6H,3H2,1H3	CC12C3N1CC2=CC3=O
InChI=1S/C7H7NO/c1-7-4-2-3(9)5(7)6(7)8-4/h2,5-6,8H,1H3	CC12C3NC1=CC(=O)C23
InChI=1S/C7H6O2/c8-5-2-3-1-4-6(5)7(3,4)9/h2,4,6,9H,1H2	OC12C3CC1=CC(=O)C23
InChI=1S/C6H5NO2/c8-2-1-3-6(9)4(2)5(6)7-3/h1,4-5,7,9H	OC12C3NC1=CC(=O)C23
InChI=1S/C9H12/c1-9-6-3-2-4-7(9)8(9)5-6/h3,7-8H,2,4-5H2,1H3	CC12C3CC1=CCCC23
InChI=1S/C8H10O/c1-8-5-2-3-9-7(8)6(8)4-5/h2,6-7H,3-4H2,1H3	CC12C3CC1=CCOC23
InChI=1S/C8H11N/c1-8-6-3-2-4-7(8)9(8)5-6/h3,7H,2,4-5H2,1H3	CC12C3CCC=C1CN23
InChI=1S/C7H9NO/c1-7-4-2-3-8-6(7)9-5(4)7/h4-5H,2-3H2,1H3	CC12C3CCN=C1OC23
InChI=1S/C6H8N2O/c7-6-3-1-2-8-5(6)9-4(3)6/h3-4H,1-2,7H2	NC12C3CCN=C1OC23
InChI=1S/C8H10O/c9-8-5-2-1-3-6(8)7(8)4-5/h2,6-7,9H,1,3-4H2	OC12C3CC1=CCCC23
InChI=1S/C7H8O2/c8-7-4-1-2-9-6(7)5(7)3-4/h1,5-6,8H,2-3H2	OC12C3CC1=CCOC23
InChI=1S/C6H8N2O/c9-6-3-1-2-7-5(6)8-4(3)6/h3-4,9H,1-2H2,(H,7,8)	OC12C3CCN=C1NC23
InChI=1S/C6H7NO2/c8-6-3-1-2-7-5(6)9-4(3)6/h3-4,8H,1-2H2	OC12C3CCN=C1OC23
InChI=1S/C7H8O2/c1-6-4-2-3(5(6)8)7(4,6)9/h3-4,9H,2H2,1H3	CC12C3CC(C1=O)C23O
InChI=1S/C8H10O/c1-7-4-3-5(7)8(7,2)6(4)9/h4-5H,3H2,1-2H3	CC12C3CC1C(=O)C23C
InChI=1S/C7H8O2/c1-6-3-2-4(6)7(6,9)5(3)8/h3-4,9H,2H2,1H3	CC12C3CC1C(=O)C23O
InChI=1S/C6H8N2O/c1-5-3-2-8(5)4(7)6(3,5)9/h3,7,9H,2H2,1H3	CC12C3CN1C(=N)C23O
InChI=1S/C7H9NO/c1-6-4-3-8(5(6)9)7(4,6)2/h4H,3H2,1-2H3	CC12C3CN1C(=O)C23C
InChI=1S/C6H7NO2/c1-5-3-2-7(5)4(8)6(3,5)9/h3,9H,2H2,1H3	CC12C3CN1C(=O)C23O
InChI=1S/C7H9NO/c1-6-4-3-8(6)7(6,2)5(4)9/h4H,3H2,1-2H3	CC12C3CN1C2(C)C3=O
InChI=1S/C6H7NO2/c1-5-3(8)2-6(5,9)4(5)7-2/h2,4,7,9H,1H3	CC12C3NC(C1=O)C23O
InChI=1S/C7H9NO/c1-6-3-4(9)7(6,2)5(6)8-3/h3,5,8H,1-2H3	CC12C3NC1C(=O)C23C
InChI=1S/C6H7NO2/c1-5-2-3(8)6(5,9)4(5)7-2/h2,4,7,9H,1H3	CC12C3NC1C(=O)C23O
InChI=1S/C6H6O3/c1-5-2(7)3-6(5,8)4(5)9-3/h3-4,8H,1H3	CC12C3OC(C1=O)C23O
InChI=1S/C7H8O2/c1-6-3(8)4-7(6,2)5(6)9-4/h4-5H,1-2H3	CC12C3OC1C(=O)C23C
InChI=1S/C6H6O3/c1-5-3-2(7)6(5,8)4(5)9-3/h3-4,8H,1H3	CC12C3OC1C(=O)C23O
InChI=1S/C6H6O3/c7-4-2-1-3-5(2,8)6(3,4)9/h2-3,8-9H,1H2	OC12C3CC1C(=O)C23O
InChI=1S/C5H5NO3/c7-2-1-4(8)3(6-1)5(2,4)9/h1,3,6,8-9H	OC12C3NC1C(=O)C23O
InChI=1S/C5H4O4/c6-1-2-5(8)3(9-2)4(1,5)7/h2-3,7-8H	OC12C3OC1C(=O)C23O
InChI=1S/C8H10O/c1-8-4-2-5(8)7(9)6(8)3-4/h4-6H,2-3H2,1H3	CC12C3CC1C(=O)C2C3
InChI=1S/C7H8O2/c1-7-3-2-4(7)9-6(7)5(3)8/h3-4,6H,2H2,1H3	CC12C3CC1C(=O)C2O3
InChI=1S/C7H9NO/c1-7-4-2-5(7)6(9)8(7)3-4/h4-5H,2-3H2,1H3	CC12C3CC1C(=O)N2C3
InChI=1S/C6H8N2O/c1-6-3-2-8(6)5(7)4(6)9-3/h3-4,7H,2H2,1H3	CC12C3CN1C(=N)C2O3
InChI=1S/C6H8N2O/c1-6-3-2-8(6)5(9)4(6)7-3/h3-4,7H,2H2,1H3	CC12C3CN1C(=O)C2N3
InChI=1S/C6H7NO2/c1-6-3-2-7(6)5(8)4(6)9-3/h3-4H,2H2,1H3	CC12C3CN1C(=O)C2O3
InChI=1S/C7H9NO/c1-7-4-2-8(7)3-5(7)6(4)9/h4-5H,2-3H2,1H3	CC12C3CN1CC2C3=O
InChI=1S/C7H8O2/c8-6-4-1-3-2-5(6)7(3,4)9/h3-5,9H,1-2H2	OC12C3CC1C(=O)C2C3
InChI=1S/C6H7NO2/c8-4-2-1-3-6(2,9)5(4)7-3/h2-3,5,7,9H,1H2	OC12C3CC1C(=O)C2N3
InChI=1S/C6H6O3/c7-4-2-1-3-6(2,8)5(4)9-3/h2-3,5,8H,1H2	OC12C3CC1C(=O)C2O3
InChI=1S/C7H9NO/c1-7-4-3-8(7)6(7)2-5(4)9/h4,6H,2-3H2,1H3	CC12C3CC(=O)C1CN23
InChI=1S/C7H8O2/c1-7-3-2-4(8)6(7)9-5(3)7/h3,5-6H,2H2,1H3	CC12C3CC(=O)C1OC23
InChI=1S/C7H9NO/c1-7-3-2-4(7)6(8)9-5(3)7/h3-5,8H,2H2,1H3	CC12C3CC1C(=N)OC23
InChI=1S/C8H10O/c1-8-4-2-6(8)7(9)3-5(4)8/h4-6H,2-3H2,1H3	CC12C3CC1C(=O)CC23
InChI=1S/C7H9NO/c1-7-4-2-6(7)8(7)3-5(4)9/h4,6H,2-3H2,1H3	CC12C3CC1C(=O)CN23
InChI=1S/C7H9NO/c1-7-3-2-4(7)6(9)8-5(3)7/h3-5H,2H2,1H3,(H,8,9)	CC12C3CC1C(=O)NC23
InChI=1S/C7H8O2/c1-7-3-2-4(7)6(8)9-5(3)7/h3-5H,2H2,1H3	CC12C3CC1C(=O)OC23
InChI=1S/C6H8N2O/c1-6-3-2-8(6)5(7)9-4(3)6/h3-4,7H,2H2,1H3	CC12C3CN1C(=N)OC23
InChI=1S/C7H9NO/c1-7-4-2-6(9)8(7)3-5(4)7/h4-5H,2-3H2,1H3	CC12C3CN1C(=O)CC23
InChI=1S/C6H8N2O/c1-6-3-2-8(6)5(9)7-4(3)6/h3-4H,2H2,1H3,(H,7,9)	CC12C3CN1C(=O)NC23
InChI=1S/C6H7NO2/c1-6-3-2-7(6)5(8)9-4(3)6/h3-4H,2H2,1H3	CC12C3CN1C(=O)OC23
InChI=1S/C6H7NO2/c1-6-2-3(6)9-4(6)5(8)7-2/h2-4H,1H3,(H,7,8)	CC12C3NC(=O)C1OC23
InChI=1S/C6H8N2O/c1-6-2-4(6)9-5(7)3(6)8-2/h2-4,7-8H,1H3	CC12C3NC1C(=N)OC23
InChI=1S/C6H7NO2/c1-6-2-4(6)9-5(8)3(6)7-2/h2-4,7H,1H3	CC12C3NC1C(=O)OC23
InChI=1S/C6H7NO2/c1-6-2-3(6)9-5(7)4(6)8-2/h2-4,7H,1H3	CC12C3OC1C(=N)OC23
InChI=1S/C6H6O3/c1-6-2-3(6)9-5(7)4(6)8-2/h2-4H,1H3	CC12C3OC1C(=O)OC23
InChI=1S/C5H6N2O2/c6-5-1-2(5)9-3(5)4(8)7-1/h1-3H,6H2,(H,7,8)	NC12C3NC(=O)C1OC23
InChI=1S/C5H7N3O/c6-4-2-5(7)1(8-2)3(5)9-4/h1-3,6,8H,7H2	NC12C3NC1C(=N)OC23
InChI=1S/C5H7N3O/c6-5-1-2(5)8-4(9)3(5)7-1/h1-3,7H,6H2,(H,8,9)	NC12C3NC1C(=O)NC23
InChI=1S/C5H6N2O2/c6-5-1-3(5)9-4(8)2(5)7-1/h1-3,7H,6H2	NC12C3NC1C(=O)OC23
InChI=1S/C5H6N2O2/c6-4-3-5(7)1(8-3)2(5)9-4/h1-3,6H,7H2	NC12C3OC1C(=N)OC23
InChI=1S/C5H5NO3/c6-5-1-2(5)9-4(7)3(5)8-1/h1-3H,6H2	NC12C3OC1C(=O)OC23
InChI=1S/C6H7NO2/c8-3-1-2-4-6(2,9)5(3)7-4/h2,4-5,7,9H,1H2	OC12C3CC(=O)C1NC23
InChI=1S/C6H6O3/c7-3-1-2-4-6(2,8)5(3)9-4/h2,4-5,8H,1H2	OC12C3CC(=O)C1OC23
InChI=1S/C6H7NO2/c7-5-3-1-2-4(9-5)6(2,3)8/h2-4,7-8H,1H2	OC12C3CC1C(=N)OC23
InChI=1S/C7H8O2/c8-6-2-4-3-1-5(6)7(3,4)9/h3-5,9H,1-2H2	OC12C3CC1C(=O)CC23
InChI=1S/C6H7NO2/c8-5-3-1-2-4(7-5)6(2,3)9/h2-4,9H,1H2,(H,7,8)	OC12C3CC1C(=O)NC23
InChI=1S/C6H6O3/c7-5-3-1-2-4(9-5)6(2,3)8/h2-4,8H,1H2	OC12C3CC1C(=O)OC23
InChI=1S/C5H6N2O2/c6-4-3-5(8)1(7-4)2(5)9-3/h1-3,8H,(H2,6,7)	OC12C3NC(=N)C1OC23
InChI=1S/C5H5NO3/c7-4-3-5(8)1(6-4)2(5)9-3/h1-3,8H,(H,6,7)	OC12C3NC(=O)C1OC23
InChI=1S/C5H6N2O2/c6-4-2-5(8)1(7-2)3(5)9-4/h1-3,6-8H	OC12C3NC1C(=N)OC23
InChI=1S/C5H6N2O2/c8-4-3-5(9)1(6-3)2(5)7-4/h1-3,6,9H,(H,7,8)	OC12C3NC1C(=O)NC23
InChI=1S/C5H5NO3/c7-4-2-5(8)1(6-2)3(5)9-4/h1-3,6,8H	OC12C3NC1C(=O)OC23
InChI=1S/C5H5NO3/c6-4-3-5(7)1(8-3)2(5)9-4/h1-3,6-7H	OC12C3OC1C(=N)OC23
InChI=1S/C5H4O4/c6-4-3-5(7)1(8-3)2(5)9-4/h1-3,7H	OC12C3OC1C(=O)OC23
InChI=1S/C8H9N/c1-3-5-6-4-9-7(5)8(6,9)2/h1,5-7H,4H2,2H3	CC12C3C(C#C)C1CN23
InChI=1S/C7H8N2/c1-7-5-3-9(7)6(7)4(5)2-8/h4-6H,3H2,1H3	CC12C3C(C#N)C1CN23
InChI=1S/C9H10/c1-3-5-6-4-7-8(5)9(6,7)2/h1,5-8H,4H2,2H3	CC12C3CC1C(C#C)C23
InChI=1S/C8H9N/c1-3-6-5-4-7-8(5,2)9(6)7/h1,5-7H,4H2,2H3	CC12C3CC1C(C#C)N23
InChI=1S/C8H9N/c1-8-5-2-6(8)7(8)4(5)3-9/h4-7H,2H2,1H3	CC12C3CC1C(C#N)C23
InChI=1S/C7H8N2/c1-7-4-2-6(7)9(7)5(4)3-8/h4-6H,2H2,1H3	CC12C3CC1C(C#N)N23
InChI=1S/C8H9N/c1-3-6-7-5-4-9(6)8(5,7)2/h1,5-7H,4H2,2H3	CC12C3CN1C(C#C)C23
InChI=1S/C7H8N2/c1-7-4-3-9(7)5(2-8)6(4)7/h4-6H,3H2,1H3	CC12C3CN1C(C#N)C23
InChI=1S/C7H8N2/c1-7-4-3(2-8)5(7)9-6(4)7/h3-6,9H,1H3	CC12C3NC1C(C#N)C23
InChI=1S/C8H8O/c1-3-4-5-7-8(5,2)6(4)9-7/h1,4-7H,2H3	CC12C3OC1C(C#C)C23
InChI=1S/C7H7NO/c1-7-4-3(2-8)5(7)9-6(4)7/h3-6H,1H3	CC12C3OC1C(C#N)C23
InChI=1S/C8H8O/c1-2-4-5-3-6-7(4)8(5,6)9/h1,4-7,9H,3H2	OC12C3CC1C(C#C)C23
InChI=1S/C7H7NO/c8-2-3-4-1-5-6(3)7(4,5)9/h3-6,9H,1H2	OC12C3CC1C(C#N)C23
InChI=1S/C6H6N2O/c7-1-2-3-5-6(3,9)4(2)8-5/h2-5,8-9H	OC12C3NC1C(C#N)C23
InChI=1S/C7H6O2/c1-2-3-4-6-7(4,8)5(3)9-6/h1,3-6,8H	OC12C3OC1C(C#C)C23
InChI=1S/C6H5NO2/c7-1-2-3-5-6(3,8)4(2)9-5/h2-5,8H	OC12C3OC1C(C#N)C23
InChI=1S/C8H12O/c1-7(2)5-3-4-6(7)8(4,5)9/h4-6,9H,3H2,1-2H3	CC1(C)C2C3CC1C23O
InChI=1S/C7H10O2/c1-6(2)3-4-7(3,8)5(6)9-4/h3-5,8H,1-2H3	CC1(C)C2C3OC1C23O
InChI=1S/C7H10O2/c1-6(8)4-2-3-5(6)7(3,4)9/h3-5,8-9H,2H2,1H3	CC1(O)C2C3CC1C23O
InChI=1S/C6H9NO2/c1-5(8)2-3-6(2,9)4(5)7-3/h2-4,7-9H,1H3	CC1(O)C2C3NC1C23O
InChI=1S/C6H8O3/c1-5(7)2-3-6(2,8)4(5)9-3/h2-4,7-8H,1H3	CC1(O)C2C3OC1C23O
InChI=1S/C9H14/c1-8(2)6-4-5-7(8)9(5,6)3/h5-7H,4H2,1-3H3	CC12C3CC1C(C)(C)C23
InChI=1S/C8H13N/c1-7(2)5-4-6-8(5,3)9(6)7/h5-6H,4H2,1-3H3	CC12C3CC1C(C)(C)N23
InChI=1S/C8H12O/c1-7-4-3-5(7)8(2,9)6(4)7/h4-6,9H,3H2,1-2H3	CC12C3CC1C(C)(O)C23
InChI=1S/C8H13N/c1-7(2)5-4-9-6(7)8(5,9)3/h5-6H,4H2,1-3H3	CC12C3N1CC2C3(C)C
InChI=1S/C7H11NO/c1-6-4-3-8(6)5(6)7(4,2)9/h4-5,9H,3H2,1-2H3	CC12C3N1CC2C3(C)O
InChI=1S/C8H12O/c1-7(2)4-5-8(4,3)6(7)9-5/h4-6H,1-3H3	CC12C3OC1C(C)(C)C23
InChI=1S/C7H10O2/c1-6-3-4(6)9-5(6)7(3,2)8/h3-5,8H,1-2H3	CC12C3OC1C(C)(O)C23
InChI=1S/C7H8O2/c1-7-4-2-3(5(7)8)6(7)9-4/h3-4,6H,2H2,1H3	CC12C3CC(C1O3)C2=O
InChI=1S/C8H10O/c1-8-4-2-5(7(8)9)6(8)3-4/h4-6H,2-3H2,1H3	CC12C3CC1C(C3)C2=O
